hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status
City Hotel,1,43,2017,October,37,15,1,3,1,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,1,Transient,56.701144604040806,0,1,Check-Out
City Hotel,1,201,2015,December,30,16,1,4,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,3,Contract,83.7110778675085,0,0,Canceled
City Hotel,1,717,2015,July,37,5,0,7,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,E,C,0,No Deposit,0,Transient,73.3854131545226,0,0,Canceled
City Hotel,1,453,2015,January,47,12,1,3,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,48.62637586546409,0,0,Check-Out
City Hotel,1,16,2017,September,23,20,0,4,1,1,0,BB,Other,Online TA,TA/TO,0,0,0,D,A,0,Non Refund,0,Transient,88.09110790830134,0,1,Check-Out
City Hotel,1,305,2015,September,16,10,0,2,1,0,0,FB,PRT,Corporate,TA/TO,0,0,0,A,E,1,No Deposit,0,Transient,118.93333071249327,0,0,Check-Out
City Hotel,0,507,2016,January,14,26,0,4,3,0,0,HB,PRT,Online TA,TA/TO,0,0,0,C,E,1,No Deposit,1,Transient,66.31947812219894,0,2,Check-Out
City Hotel,0,131,2017,June,52,9,1,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,90.75234572361009,0,0,Check-Out
Resort Hotel,1,682,2017,November,39,31,2,4,2,0,0,BB,Other,Online TA,TA/TO,0,0,0,F,A,0,No Deposit,0,Transient-Party,74.38346745961134,0,0,Check-Out
City Hotel,0,568,2016,October,11,13,0,4,2,0,0,BB,PRT,Online TA,Direct,0,0,0,C,A,1,No Deposit,0,Transient,98.47944444515991,0,1,Check-Out
Resort Hotel,1,459,2017,August,31,28,3,4,2,0,0,BB,PRT,Offline TA/TO,Direct,0,0,0,E,B,0,No Deposit,2,Transient,71.33679414100453,0,1,Check-Out
Resort Hotel,0,351,2016,May,31,19,3,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,3,Transient,90.05539292551592,1,1,Check-Out
City Hotel,1,587,2016,August,46,29,0,0,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,2,Transient,80.46045829662185,0,1,Canceled
Resort Hotel,0,170,2015,December,37,21,2,3,3,0,0,BB,ESP,Direct,TA/TO,0,0,1,A,F,0,No Deposit,1,Transient,12.89624567440103,0,0,Check-Out
City Hotel,0,358,2016,October,5,19,1,3,2,0,0,HB,Other,Online TA,TA/TO,0,0,0,D,C,0,No Deposit,1,Transient,119.3963212526679,0,0,Check-Out
City Hotel,0,646,2017,August,1,2,2,2,2,0,0,HB,Other,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,107.14687922708474,0,1,Check-Out
City Hotel,1,464,2015,September,30,27,1,1,2,0,0,BB,PRT,Online TA,Direct,0,0,0,D,E,0,No Deposit,1,Transient-Party,99.37419815299286,2,0,Check-Out
City Hotel,0,499,2016,May,37,13,2,5,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,E,D,0,No Deposit,1,Transient,90.2333541207091,0,1,Canceled
City Hotel,0,609,2016,September,37,25,0,2,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,F,G,1,No Deposit,0,Transient,87.66661850556184,0,0,Check-Out
Resort Hotel,0,233,2017,March,52,2,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,F,0,No Deposit,1,Transient,106.56533162834269,0,1,Check-Out
City Hotel,0,268,2017,July,24,28,2,3,1,0,0,BB,Other,Corporate,Direct,0,0,0,A,E,1,No Deposit,0,Transient,115.64273022401649,0,0,Check-Out
Resort Hotel,0,449,2016,December,31,12,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,K,0,Non Refund,0,Transient,90.12497470666082,1,0,Canceled
City Hotel,0,652,2016,December,24,19,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient-Party,107.33570135410439,0,0,Check-Out
City Hotel,1,597,2015,November,14,13,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,2,Transient,82.35997063735985,0,0,Check-Out
Resort Hotel,1,38,2016,October,26,7,0,3,3,0,0,BB,PRT,Online TA,TA/TO,0,0,1,A,A,0,No Deposit,0,Transient,134.93407971474892,0,2,Check-Out
City Hotel,0,187,2017,March,50,19,2,2,2,0,0,BB,ESP,Online TA,TA/TO,1,0,1,D,E,0,No Deposit,0,Transient,154.030617351236,1,0,Check-Out
City Hotel,1,75,2017,August,26,4,0,2,2,0,0,BB,FRA,Corporate,TA/TO,0,0,0,D,E,1,No Deposit,1,Transient,87.1582073608047,0,1,Check-Out
City Hotel,0,546,2017,October,43,21,2,1,4,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,107.87361107738799,0,0,Canceled
City Hotel,0,482,2016,December,15,15,1,0,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,E,A,0,No Deposit,4,Group,140.42198018271122,0,0,Check-Out
City Hotel,0,278,2016,June,41,16,0,3,1,2,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Group,94.98606873512844,0,3,Check-Out
City Hotel,0,216,2016,July,12,24,3,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,D,A,0,No Deposit,0,Transient,36.88615887578941,0,3,Check-Out
City Hotel,0,80,2015,January,53,6,1,3,2,0,0,HB,BRA,Online TA,TA/TO,0,0,0,D,A,1,No Deposit,2,Transient-Party,95.75762445030149,0,0,Check-Out
City Hotel,1,332,2015,January,37,15,2,2,2,0,0,BB,USA,Direct,TA/TO,0,1,0,F,D,0,No Deposit,3,Transient-Party,88.45537163119505,0,0,Canceled
City Hotel,0,1,2016,June,20,12,0,1,3,0,0,BB,PRT,Groups,TA/TO,0,0,0,F,D,1,No Deposit,0,Transient,62.1363807460053,0,0,Check-Out
City Hotel,1,729,2015,November,5,26,1,2,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,D,A,0,No Deposit,0,Transient,149.90387127131933,0,1,Check-Out
Resort Hotel,0,52,2017,May,22,20,1,5,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,1,Contract,81.58683352999994,0,0,Canceled
City Hotel,1,283,2017,April,10,10,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,1,Transient,99.54595895960134,0,2,Canceled
Resort Hotel,0,681,2015,December,47,25,1,2,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,A,0,No Deposit,2,Transient-Party,113.29983735991487,0,0,Check-Out
City Hotel,0,644,2016,June,40,22,0,4,1,0,0,HB,PRT,Online TA,Direct,0,0,1,A,A,0,No Deposit,1,Transient-Party,185.4768084355414,0,0,Check-Out
Resort Hotel,1,18,2015,November,47,1,1,6,1,0,0,BB,ESP,Corporate,TA/TO,0,0,0,D,A,0,No Deposit,1,Transient,102.33382003071466,1,1,Check-Out
City Hotel,0,271,2016,March,36,27,0,4,1,0,0,BB,PRT,Corporate,TA/TO,0,0,1,B,E,1,No Deposit,0,Transient,54.214043897193584,0,0,Canceled
City Hotel,0,16,2017,February,31,31,2,5,1,0,0,SC,PRT,Direct,Direct,0,0,0,G,A,0,No Deposit,1,Transient,52.72974062299335,0,0,Check-Out
City Hotel,1,102,2017,May,2,11,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,A,0,No Deposit,1,Transient-Party,100.57261684832244,0,0,Canceled
City Hotel,1,401,2015,December,3,5,1,4,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,0,Transient,99.43849089055455,0,0,Check-Out
City Hotel,0,532,2015,September,2,23,0,2,2,0,0,BB,USA,Offline TA/TO,Direct,0,0,0,E,D,0,No Deposit,3,Contract,77.90090281707388,0,0,Check-Out
Resort Hotel,0,72,2015,October,50,1,2,3,1,0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,1,Transient,89.60921193004155,1,0,Check-Out
City Hotel,0,243,2016,December,31,16,1,3,2,0,0,SC,ITA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,77.37598563601614,0,0,Check-Out
City Hotel,1,589,2015,October,1,17,0,1,2,0,0,BB,Other,Online TA,TA/TO,0,0,1,E,D,0,No Deposit,0,Transient,59.883469962188,0,1,Check-Out
City Hotel,1,671,2015,March,28,3,3,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,1,F,F,0,No Deposit,2,Transient,28.89987352741062,0,2,Check-Out
City Hotel,0,121,2015,May,44,31,2,4,2,0,0,HB,DEU,Online TA,TA/TO,0,0,1,F,F,0,No Deposit,0,Transient,127.22616061167217,0,4,Check-Out
City Hotel,0,201,2017,October,40,5,0,1,3,0,0,HB,PRT,Online TA,TA/TO,0,1,0,F,A,0,No Deposit,1,Transient-Party,165.41236335774602,0,1,Check-Out
City Hotel,0,143,2016,February,11,8,2,9,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,C,0,No Deposit,0,Transient,85.26146574670518,0,2,Check-Out
Resort Hotel,0,422,2016,July,53,26,1,6,3,0,0,BB,Other,Offline TA/TO,TA/TO,1,0,0,D,E,0,No Deposit,0,Transient,155.1353406223771,0,1,Check-Out
City Hotel,0,68,2016,May,38,30,1,2,1,0,0,BB,Other,Online TA,TA/TO,0,0,0,G,D,0,No Deposit,0,Transient-Party,78.49697137150997,0,0,Check-Out
Resort Hotel,1,546,2017,August,9,26,2,5,1,1,0,HB,GBR,Groups,TA/TO,0,0,0,A,K,0,No Deposit,0,Transient,123.11273000971481,0,1,Canceled
City Hotel,1,133,2016,January,23,23,1,3,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,F,D,2,No Deposit,1,Transient,144.58612948081057,1,1,Canceled
City Hotel,0,470,2016,January,14,30,0,6,1,0,1,BB,PRT,Direct,Corporate,1,0,1,E,D,0,No Deposit,1,Contract,47.74251379638329,1,1,Check-Out
City Hotel,0,326,2017,May,17,25,2,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,D,A,0,No Deposit,3,Transient,76.32942214269302,0,2,Canceled
City Hotel,0,521,2016,December,34,2,1,7,2,0,0,BB,FRA,Online TA,TA/TO,0,0,2,A,A,0,No Deposit,1,Transient,100.5549225900491,0,0,Check-Out
Resort Hotel,0,551,2017,February,4,12,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,E,0,No Deposit,0,Transient,95.83462233871498,0,1,Check-Out
City Hotel,0,545,2017,February,37,30,0,5,3,0,0,BB,Other,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,1,Transient,137.20644265987616,0,0,Check-Out
City Hotel,1,717,2015,February,3,10,2,3,1,0,0,BB,PRT,Online TA,Direct,0,0,0,E,F,0,No Deposit,1,Transient,142.64132985001282,1,2,Check-Out
City Hotel,1,576,2017,November,37,17,2,2,2,0,1,BB,USA,Direct,TA/TO,0,2,0,E,D,1,No Deposit,0,Transient-Party,10.922147084331385,0,2,Check-Out
City Hotel,0,687,2017,May,43,13,1,2,2,0,0,BB,PRT,Online TA,Direct,1,0,1,A,D,0,No Deposit,1,Transient,154.17001783818193,0,0,Check-Out
City Hotel,0,404,2015,February,17,24,0,2,1,0,0,BB,BRA,Online TA,TA/TO,0,0,0,F,E,0,Refundable,0,Transient-Party,94.6069939617274,0,1,Canceled
City Hotel,0,7,2016,May,31,13,0,4,2,0,0,BB,ESP,Direct,Corporate,0,0,0,C,A,4,No Deposit,2,Transient,50.48456279765976,0,1,Check-Out
Resort Hotel,1,490,2016,January,5,31,2,0,2,0,0,BB,Other,Online TA,Corporate,0,0,0,B,D,2,No Deposit,0,Transient,146.61077601677363,0,0,Check-Out
Resort Hotel,0,41,2016,April,4,21,1,5,1,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,2,Transient,44.00167869054208,0,1,Check-Out
City Hotel,0,43,2016,May,40,21,0,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,1,D,E,0,No Deposit,1,Transient,62.6211281652414,0,0,Check-Out
Resort Hotel,0,712,2015,June,48,5,0,4,4,2,0,BB,PRT,Groups,TA/TO,0,0,1,E,D,0,No Deposit,0,Group,134.6665375673747,0,0,Check-Out
City Hotel,0,68,2016,November,2,15,3,2,1,0,0,BB,ITA,Online TA,Direct,0,1,0,A,A,0,No Deposit,0,Transient,61.186487111142505,0,0,Check-Out
City Hotel,1,219,2015,May,19,25,2,2,1,0,1,HB,Other,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,101.0577094509971,0,1,Check-Out
City Hotel,1,720,2016,September,35,10,0,3,1,0,0,BB,PRT,Groups,TA/TO,1,0,0,D,A,0,No Deposit,2,Transient,27.738942663096182,1,0,Check-Out
City Hotel,0,509,2016,January,16,22,0,8,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,106.09742772193016,2,1,Check-Out
Resort Hotel,1,705,2016,June,15,12,0,6,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,B,E,2,No Deposit,2,Transient-Party,54.39816703287763,0,0,Check-Out
City Hotel,0,298,2015,July,20,18,0,7,1,1,0,BB,Other,Online TA,TA/TO,0,0,0,E,A,0,No Deposit,1,Transient,130.60567949435185,0,0,Check-Out
City Hotel,1,87,2015,April,27,10,3,1,2,0,0,BB,FRA,Corporate,TA/TO,0,1,1,D,A,0,No Deposit,0,Transient,114.33495915671539,0,0,Check-Out
City Hotel,1,353,2015,July,7,21,1,7,1,0,0,HB,PRT,Direct,TA/TO,0,0,0,A,A,2,No Deposit,1,Transient,108.3226522668213,0,1,Check-Out
City Hotel,0,145,2016,November,16,17,0,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,C,0,No Deposit,2,Transient,98.04765877423283,0,0,Canceled
City Hotel,0,591,2015,February,20,29,2,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,F,A,0,No Deposit,1,Transient,86.51578022112713,0,0,Canceled
City Hotel,0,59,2017,December,14,25,3,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,F,D,0,No Deposit,1,Transient,165.37009083772807,0,1,Check-Out
Resort Hotel,1,73,2017,June,44,28,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,2,Transient,26.552629100847668,0,2,Canceled
City Hotel,0,430,2015,December,28,21,0,4,2,0,0,SC,USA,Direct,TA/TO,0,0,0,A,D,0,No Deposit,2,Transient,51.58781064949285,0,0,Check-Out
Resort Hotel,0,372,2015,July,53,13,1,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,Non Refund,2,Transient,164.46346258150595,0,1,Check-Out
Resort Hotel,0,385,2016,February,49,8,1,3,4,0,0,BB,PRT,Direct,TA/TO,0,1,0,E,A,1,No Deposit,2,Transient-Party,4.414663407241349,0,0,Canceled
City Hotel,0,148,2015,January,24,15,1,4,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,E,0,No Deposit,1,Transient,75.32746177964165,0,0,Check-Out
City Hotel,0,399,2015,September,18,2,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,1,D,D,0,No Deposit,0,Transient,133.01073892608113,1,0,Check-Out
City Hotel,0,424,2016,February,20,8,0,4,4,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,2,Transient-Party,206.4553814475969,0,0,Canceled
City Hotel,0,588,2016,July,52,12,2,0,2,2,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,G,1,No Deposit,0,Transient,78.42066174977306,0,1,Check-Out
City Hotel,1,29,2017,September,23,22,2,2,3,1,0,BB,Other,Direct,TA/TO,0,0,0,E,D,0,No Deposit,2,Transient,138.16963479367843,0,0,Check-Out
City Hotel,0,522,2017,May,26,28,3,4,2,0,0,BB,Other,Offline TA/TO,TA/TO,0,1,0,E,A,0,No Deposit,0,Transient,140.4386027083665,0,1,Canceled
City Hotel,1,538,2015,January,15,19,0,4,1,0,0,BB,Other,Corporate,TA/TO,0,0,0,E,F,0,Non Refund,0,Transient,121.6669699533391,0,1,Canceled
Resort Hotel,0,63,2015,January,47,4,3,3,1,2,0,BB,PRT,Groups,TA/TO,0,0,0,G,D,0,No Deposit,0,Transient,113.91643349105424,0,0,Check-Out
Resort Hotel,1,216,2016,July,39,24,0,3,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,F,0,No Deposit,2,Transient,145.75737018021073,0,0,Check-Out
City Hotel,1,533,2015,February,25,11,3,6,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,74.16857453008433,0,0,Check-Out
City Hotel,0,236,2016,October,48,21,1,5,2,0,0,BB,PRT,Direct,TA/TO,0,0,0,A,G,1,Non Refund,1,Transient,64.9352488710912,1,1,Check-Out
City Hotel,0,330,2016,May,13,1,2,3,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,98.0926300579982,0,0,Check-Out
City Hotel,0,625,2015,February,11,14,1,4,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,D,E,1,No Deposit,3,Transient,29.38322927883611,0,0,Canceled
City Hotel,1,184,2016,August,3,31,2,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,1,Contract,27.09702129036083,0,1,Check-Out
City Hotel,0,640,2016,August,5,12,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,1,Transient,155.50817717578911,0,0,Canceled
City Hotel,0,718,2016,June,27,7,0,1,2,0,0,BB,ESP,Online TA,Direct,0,0,0,G,F,1,No Deposit,2,Transient,15.950556040148498,0,0,Check-Out
City Hotel,1,493,2015,June,38,14,1,5,2,0,0,SC,Other,Offline TA/TO,Corporate,0,0,0,E,G,0,No Deposit,1,Transient,114.53834173282883,0,0,Canceled
City Hotel,1,227,2016,April,21,22,2,1,4,0,0,BB,Other,Direct,Corporate,0,0,0,A,E,1,No Deposit,2,Transient,75.38696252951539,0,1,Check-Out
City Hotel,0,338,2016,February,38,12,0,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,G,0,No Deposit,0,Transient,142.3776247080326,0,0,Check-Out
City Hotel,1,330,2015,June,4,17,0,2,2,0,0,BB,Other,Online TA,TA/TO,0,0,0,F,A,0,No Deposit,0,Transient,62.64117481265405,0,0,Check-Out
City Hotel,0,98,2015,August,2,12,1,5,1,0,0,HB,ITA,Offline TA/TO,Direct,0,0,0,D,A,0,No Deposit,1,Transient,170.12392557634763,0,1,Check-Out
Resort Hotel,0,710,2017,October,50,29,1,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,G,E,0,No Deposit,1,Group,102.8341133925911,0,0,Canceled
Resort Hotel,0,550,2015,September,35,21,1,3,1,0,0,BB,Other,Direct,TA/TO,0,0,0,A,F,1,No Deposit,1,Transient,70.28846298200573,0,0,Canceled
City Hotel,0,148,2016,August,40,7,0,5,1,0,0,BB,PRT,Groups,GDS,0,0,0,A,A,0,No Deposit,2,Transient,144.56711922290532,0,1,Check-Out
City Hotel,0,424,2016,September,5,22,1,1,1,0,0,BB,PRT,Corporate,TA/TO,0,0,0,F,D,0,No Deposit,1,Transient,173.22469950960004,0,0,Check-Out
City Hotel,0,330,2016,February,50,1,1,2,2,1,0,HB,FRA,Direct,TA/TO,0,0,0,E,A,0,No Deposit,0,Transient,114.34612894190039,1,0,Check-Out
Resort Hotel,1,29,2017,January,23,27,1,4,2,0,0,BB,PRT,Online TA,Direct,0,0,0,F,F,0,No Deposit,1,Transient-Party,139.11144806688137,0,1,Check-Out
City Hotel,1,441,2016,December,33,9,1,1,1,0,0,SC,PRT,Groups,TA/TO,0,0,0,D,A,0,No Deposit,1,Group,68.82159429125521,0,0,Check-Out
Resort Hotel,0,194,2017,July,8,10,2,2,1,0,0,SC,PRT,Direct,TA/TO,0,1,0,D,D,1,No Deposit,1,Transient,210.43076341542792,0,0,Check-Out
Resort Hotel,0,689,2017,August,39,19,1,1,2,0,1,SC,PRT,Online TA,TA/TO,1,0,0,A,E,0,No Deposit,2,Transient,142.32507259468088,0,0,Check-Out
Resort Hotel,1,282,2017,December,21,20,0,3,1,0,0,BB,PRT,Groups,TA/TO,0,0,1,A,D,0,No Deposit,1,Transient-Party,89.27303241959471,1,0,Canceled
City Hotel,1,167,2015,December,49,27,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,G,D,0,No Deposit,1,Transient,89.8223565120416,0,1,No-Show
Resort Hotel,0,69,2016,July,21,4,3,2,2,0,1,BB,FRA,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,2,Transient,168.94380002537875,0,0,Check-Out
City Hotel,1,149,2016,December,11,10,1,2,1,1,0,BB,FRA,Direct,GDS,0,0,0,D,A,0,No Deposit,1,Transient,79.18520072014161,0,1,Canceled
City Hotel,1,198,2016,July,27,2,2,2,2,0,0,BB,GBR,Online TA,Direct,0,0,0,A,A,2,Non Refund,2,Transient-Party,73.04363893395671,0,0,Canceled
City Hotel,0,616,2016,February,49,8,0,1,2,0,0,BB,Other,Groups,TA/TO,0,0,1,A,D,0,No Deposit,0,Transient,152.32288180316084,0,0,Check-Out
Resort Hotel,0,518,2016,July,11,13,1,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,D,1,No Deposit,3,Transient,28.718635429053734,0,1,Check-Out
City Hotel,1,332,2015,April,22,26,2,6,2,1,0,HB,PRT,Offline TA/TO,Direct,0,0,1,E,D,2,No Deposit,1,Transient-Party,103.82996333597156,0,0,Canceled
Resort Hotel,1,711,2015,April,48,14,1,5,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,A,0,No Deposit,1,Transient,124.77668377484216,0,1,Canceled
Resort Hotel,0,47,2015,December,32,9,2,5,1,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,D,0,No Deposit,2,Transient,86.06649834898923,0,0,Check-Out
City Hotel,1,291,2017,October,46,13,0,2,2,0,0,BB,Other,Offline TA/TO,TA/TO,0,0,0,G,B,1,No Deposit,1,Transient-Party,46.382002407318055,0,0,Check-Out
City Hotel,0,518,2016,March,12,9,3,1,2,0,1,BB,Other,Offline TA/TO,TA/TO,0,0,0,A,F,0,No Deposit,0,Group,77.82347566341025,0,5,Check-Out
City Hotel,0,636,2016,November,18,7,1,1,2,0,0,BB,FRA,Direct,TA/TO,0,0,0,A,A,0,No Deposit,1,Transient-Party,42.88824588317255,0,2,Check-Out
Resort Hotel,0,565,2016,August,40,29,0,1,2,0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,B,G,0,No Deposit,2,Transient,57.9593627937178,0,2,Check-Out
City Hotel,0,323,2017,December,46,10,2,0,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,E,1,No Deposit,0,Transient,53.27819981126478,0,0,Check-Out
City Hotel,0,528,2015,June,53,17,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,1,Transient,135.54277943754786,0,2,No-Show
City Hotel,0,17,2016,September,31,15,0,3,3,0,0,BB,PRT,Corporate,TA/TO,0,0,1,D,G,0,No Deposit,0,Transient,97.82506743838232,0,0,Check-Out
City Hotel,0,334,2016,September,27,4,4,4,1,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1,Transient,22.989659715610628,0,0,Check-Out
Resort Hotel,1,398,2015,December,15,19,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,1,A,G,0,No Deposit,0,Transient,156.4019505598073,0,4,Check-Out
City Hotel,0,204,2016,November,3,19,3,6,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,D,0,Non Refund,0,Transient,103.65605097947356,0,0,Check-Out
Resort Hotel,0,423,2017,May,26,8,0,0,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,1,0,C,A,0,No Deposit,0,Transient,120.45481654091887,0,1,Check-Out
City Hotel,1,2,2017,March,45,19,0,5,1,0,0,BB,PRT,Online TA,Direct,0,0,0,D,A,1,No Deposit,1,Transient-Party,46.11023080606026,0,0,Check-Out
City Hotel,1,703,2017,November,44,11,0,7,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,3,Transient,47.7120195005756,0,1,Check-Out
City Hotel,0,407,2016,November,19,20,0,0,2,0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,D,A,1,No Deposit,0,Transient-Party,167.42551126336457,0,4,Check-Out
Resort Hotel,0,150,2016,September,19,30,1,1,1,0,0,SC,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,1,Transient,72.66506833630226,0,2,Canceled
City Hotel,0,526,2015,February,47,4,1,3,2,0,0,BB,PRT,Offline TA/TO,Direct,0,1,0,A,A,0,No Deposit,0,Transient,106.79297838351876,0,2,Canceled
Resort Hotel,1,636,2015,May,42,10,1,5,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,A,0,No Deposit,3,Transient,121.52373999343473,0,0,Canceled
City Hotel,0,708,2015,October,29,2,1,2,1,0,0,HB,PRT,Groups,TA/TO,0,0,1,A,B,0,No Deposit,1,Transient,134.67546213407053,0,0,Check-Out
City Hotel,1,196,2017,November,41,12,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,A,1,No Deposit,1,Transient,119.58322676871782,0,2,Check-Out
City Hotel,0,712,2016,May,39,28,2,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,1,A,F,0,No Deposit,0,Transient-Party,109.71054092022088,0,1,Check-Out
City Hotel,1,101,2016,July,42,4,1,0,1,0,0,HB,PRT,Online TA,TA/TO,0,0,1,A,A,0,Non Refund,1,Transient,160.7433999826213,0,0,Canceled
City Hotel,1,704,2016,December,41,12,1,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,A,0,No Deposit,3,Transient,58.6651767681121,0,2,Check-Out
City Hotel,1,266,2016,July,30,20,1,1,1,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,Refundable,0,Transient,136.04419516819257,0,0,Check-Out
City Hotel,0,26,2016,May,6,18,0,6,1,0,1,BB,PRT,Corporate,TA/TO,0,0,0,E,A,0,No Deposit,1,Transient-Party,57.25982277331756,1,0,Canceled
City Hotel,0,100,2016,April,21,29,0,5,4,0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,1,No Deposit,1,Transient,181.29863660770587,0,0,Check-Out
City Hotel,0,284,2016,October,22,30,3,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,3,Transient,90.93822797217328,0,0,Check-Out
Resort Hotel,1,438,2016,October,40,4,1,5,1,0,0,BB,Other,Groups,TA/TO,0,0,0,D,E,3,No Deposit,0,Transient-Party,124.47894508455875,0,1,Canceled
City Hotel,0,380,2016,March,36,24,1,8,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,E,0,No Deposit,0,Transient,163.50453254242024,0,1,Canceled
